대학교 이름,가게 이름,가게 평균 평점,리뷰어 리뷰수,가게 방문수
서울시립대학교,컴투레스트,4.55,326.0,7
서울시립대학교,컴투레스트,4.55,514.0,1
서울시립대학교,컴투레스트,4.55,379.0,1
서울시립대학교,컴투레스트,4.55,97.0,1
서울시립대학교,컴투레스트,4.55,324.0,1
서울시립대학교,컴투레스트,4.55,19.0,1
서울시립대학교,컴투레스트,4.55,42.0,1
서울시립대학교,컴투레스트,4.55,48.0,1
서울시립대학교,컴투레스트,4.55,126.0,1
서울시립대학교,컴투레스트,4.55,695.0,1
서울시립대학교,컴투레스트,4.55,177.0,1
서울시립대학교,컴투레스트,4.55,450.0,3
서울시립대학교,컴투레스트,4.55,58.0,1
서울시립대학교,컴투레스트,4.55,70.0,1
서울시립대학교,컴투레스트,4.55,57.0,1
서울시립대학교,컴투레스트,4.55,58.0,2
서울시립대학교,컴투레스트,4.55,34.0,1
서울시립대학교,컴투레스트,4.55,44.0,1
서울시립대학교,컴투레스트,4.55,14.0,1
서울시립대학교,컴투레스트,4.55,15.0,1
서울시립대학교,컴투레스트,4.55,265.0,1
서울시립대학교,컴투레스트,4.55,389.0,2
서울시립대학교,컴투레스트,4.55,433.0,2
서울시립대학교,컴투레스트,4.55,7.0,1
서울시립대학교,컴투레스트,4.55,450.0,1
서울시립대학교,컴투레스트,4.55,6.0,1
서울시립대학교,컴투레스트,4.55,433.0,1
서울시립대학교,컴투레스트,4.55,47.0,1
서울시립대학교,컴투레스트,4.55,13.0,1
서울시립대학교,컴투레스트,4.55,24.0,1
서울시립대학교,컴투레스트,4.55,6.0,1
서울시립대학교,컴투레스트,4.55,22.0,1
서울시립대학교,컴투레스트,4.55,5.0,1
서울시립대학교,컴투레스트,4.55,7.0,1
서울시립대학교,컴투레스트,4.55,354.0,1
서울시립대학교,컴투레스트,4.55,13.0,1
서울시립대학교,컴투레스트,4.55,22.0,1
서울시립대학교,컴투레스트,4.55,70.0,2
서울시립대학교,컴투레스트,4.55,18.0,1
서울시립대학교,컴투레스트,4.55,25.0,1
서울시립대학교,컴투레스트,4.55,48.0,1
서울시립대학교,컴투레스트,4.55,160.0,1
서울시립대학교,컴투레스트,4.55,14.0,1
서울시립대학교,컴투레스트,4.55,9.0,1
서울시립대학교,컴투레스트,4.55,817.0,1
서울시립대학교,컴투레스트,4.55,413.0,2
서울시립대학교,컴투레스트,4.55,8.0,1
서울시립대학교,컴투레스트,4.55,10.0,1
서울시립대학교,컴투레스트,4.55,253.0,1
서울시립대학교,컴투레스트,4.55,413.0,1
서울시립대학교,메모아르,4.83,114.0,1
서울시립대학교,메모아르,4.83,167.0,1
서울시립대학교,메모아르,4.83,586.0,1
서울시립대학교,메모아르,4.83,535.0,1
서울시립대학교,메모아르,4.83,258.0,1
서울시립대학교,메모아르,4.83,16.0,2
서울시립대학교,메모아르,4.83,366.0,1
서울시립대학교,메모아르,4.83,535.0,1
서울시립대학교,메모아르,4.83,14.0,1
서울시립대학교,메모아르,4.83,131.0,1
서울시립대학교,메모아르,4.83,972.0,1
서울시립대학교,메모아르,4.83,33.0,1
서울시립대학교,메모아르,4.83,90.0,1
서울시립대학교,메모아르,4.83,10.0,1
서울시립대학교,메모아르,4.83,339.0,1
서울시립대학교,메모아르,4.83,400.0,1
서울시립대학교,메모아르,4.83,4.0,1
서울시립대학교,메모아르,4.83,340.0,1
서울시립대학교,메모아르,4.83,943.0,1
서울시립대학교,메모아르,4.83,20.0,1
서울시립대학교,메모아르,4.83,227.0,1
서울시립대학교,메모아르,4.83,68.0,1
서울시립대학교,메모아르,4.83,10.0,1
서울시립대학교,메모아르,4.83,43.0,2
서울시립대학교,메모아르,4.83,184.0,1
서울시립대학교,메모아르,4.83,758.0,1
서울시립대학교,메모아르,4.83,43.0,1
서울시립대학교,메모아르,4.83,333.0,1
서울시립대학교,메모아르,4.83,283.0,1
서울시립대학교,메모아르,4.83,14.0,1
서울시립대학교,메모아르,4.83,471.0,1
서울시립대학교,메모아르,4.83,779.0,1
서울시립대학교,메모아르,4.83,96.0,1
서울시립대학교,메모아르,4.83,471.0,2
서울시립대학교,메모아르,4.83,898.0,1
서울시립대학교,메모아르,4.83,80.0,1
서울시립대학교,메모아르,4.83,870.0,2
서울시립대학교,메모아르,4.83,900.0,1
서울시립대학교,메모아르,4.83,64.0,1
서울시립대학교,메모아르,4.83,907.0,2
서울시립대학교,메모아르,4.83,907.0,1
서울시립대학교,메모아르,4.83,7.0,1
서울시립대학교,메모아르,4.83,787.0,1
서울시립대학교,메모아르,4.83,514.0,1
서울시립대학교,메모아르,4.83,492.0,1
서울시립대학교,메모아르,4.83,560.0,1
서울시립대학교,메모아르,4.83,584.0,1
서울시립대학교,메모아르,4.83,308.0,1
서울시립대학교,메모아르,4.83,264.0,1
서울시립대학교,메모아르,4.83,802.0,1
서울시립대학교,메모아르,4.83,930.0,1
서울시립대학교,메모아르,4.83,277.0,1
서울시립대학교,메모아르,4.83,5.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,773.0,2
서울시립대학교,이문동커피집 크럼블로스터스,4.8,48.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,324.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,80.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,672.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,324.0,2
서울시립대학교,이문동커피집 크럼블로스터스,4.8,25.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,773.0,3
서울시립대학교,이문동커피집 크럼블로스터스,4.8,526.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,22.0,2
서울시립대학교,이문동커피집 크럼블로스터스,4.8,97.0,6
서울시립대학교,이문동커피집 크럼블로스터스,4.8,443.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,450.0,7
서울시립대학교,이문동커피집 크럼블로스터스,4.8,62.0,9
서울시립대학교,이문동커피집 크럼블로스터스,4.8,754.0,74
서울시립대학교,이문동커피집 크럼블로스터스,4.8,13.0,5
서울시립대학교,이문동커피집 크럼블로스터스,4.8,148.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,20.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,762.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,6.0,13
서울시립대학교,이문동커피집 크럼블로스터스,4.8,122.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,97.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,22.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,24.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,1.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,762.0,2
서울시립대학교,이문동커피집 크럼블로스터스,4.8,25.0,2
서울시립대학교,이문동커피집 크럼블로스터스,4.8,123.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,27.0,5
서울시립대학교,이문동커피집 크럼블로스터스,4.8,129.0,8
서울시립대학교,이문동커피집 크럼블로스터스,4.8,122.0,2
서울시립대학교,이문동커피집 크럼블로스터스,4.8,450.0,8
서울시립대학교,이문동커피집 크럼블로스터스,4.8,25.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,97.0,3
서울시립대학교,이문동커피집 크럼블로스터스,4.8,858.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,4.0,5
서울시립대학교,이문동커피집 크럼블로스터스,4.8,933.0,2
서울시립대학교,이문동커피집 크럼블로스터스,4.8,11.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,28.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,262.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,450.0,6
서울시립대학교,이문동커피집 크럼블로스터스,4.8,11.0,2
서울시립대학교,이문동커피집 크럼블로스터스,4.8,2.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,654.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,27.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,108.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,754.0,68
서울시립대학교,이문동커피집 크럼블로스터스,4.8,154.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,754.0,73
서울시립대학교,이문동커피집 크럼블로스터스,4.8,450.0,4
서울시립대학교,이문동커피집 크럼블로스터스,4.8,754.0,71
서울시립대학교,이문동커피집 크럼블로스터스,4.8,450.0,2
서울시립대학교,이문동커피집 크럼블로스터스,4.8,450.0,5
서울시립대학교,이문동커피집 크럼블로스터스,4.8,754.0,69
서울시립대학교,이문동커피집 크럼블로스터스,4.8,45.0,9
서울시립대학교,이문동커피집 크럼블로스터스,4.8,945.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,122.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,42.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,313.0,2
서울시립대학교,이문동커피집 크럼블로스터스,4.8,1.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,450.0,3
서울시립대학교,이문동커피집 크럼블로스터스,4.8,184.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,341.0,2
서울시립대학교,이문동커피집 크럼블로스터스,4.8,754.0,72
서울시립대학교,이문동커피집 크럼블로스터스,4.8,9.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,754.0,65
서울시립대학교,이문동커피집 크럼블로스터스,4.8,45.0,2
서울시립대학교,이문동커피집 크럼블로스터스,4.8,754.0,70
서울시립대학교,이문동커피집 크럼블로스터스,4.8,315.0,33
서울시립대학교,이문동커피집 크럼블로스터스,4.8,754.0,67
서울시립대학교,이문동커피집 크럼블로스터스,4.8,754.0,64
서울시립대학교,이문동커피집 크럼블로스터스,4.8,31.0,9
서울시립대학교,이문동커피집 크럼블로스터스,4.8,31.0,8
서울시립대학교,이문동커피집 크럼블로스터스,4.8,62.0,2
서울시립대학교,이문동커피집 크럼블로스터스,4.8,308.0,1
서울시립대학교,이문동커피집 크럼블로스터스,4.8,754.0,66
서울시립대학교,이문동커피집 크럼블로스터스,4.8,754.0,60
서울시립대학교,고소운,4.55,55.0,1
서울시립대학교,고소운,4.55,95.0,1
서울시립대학교,고소운,4.55,740.0,2
서울시립대학교,고소운,4.55,389.0,1
서울시립대학교,고소운,4.55,73.0,1
서울시립대학교,고소운,4.55,346.0,1
서울시립대학교,고소운,4.55,762.0,2
서울시립대학교,고소운,4.55,314.0,1
서울시립대학교,고소운,4.55,49.0,1
서울시립대학교,고소운,4.55,762.0,1
서울시립대학교,고소운,4.55,514.0,1
서울시립대학교,고소운,4.55,336.0,2
서울시립대학교,고소운,4.55,532.0,1
서울시립대학교,고소운,4.55,672.0,1
서울시립대학교,고소운,4.55,241.0,1
서울시립대학교,고소운,4.55,160.0,1
서울시립대학교,고소운,4.55,93.0,1
서울시립대학교,고소운,4.55,384.0,1
서울시립대학교,고소운,4.55,285.0,1
서울시립대학교,고소운,4.55,62.0,1
서울시립대학교,고소운,4.55,901.0,1
서울시립대학교,고소운,4.55,508.0,1
서울시립대학교,고소운,4.55,114.0,1
서울시립대학교,고소운,4.55,711.0,1
서울시립대학교,고소운,4.55,578.0,1
서울시립대학교,고소운,4.55,7.0,2
서울시립대학교,고소운,4.55,418.0,1
서울시립대학교,고소운,4.55,666.0,1
서울시립대학교,고소운,4.55,81.0,1
서울시립대학교,고소운,4.55,290.0,1
서울시립대학교,고소운,4.55,141.0,1
서울시립대학교,고소운,4.55,6.0,1
서울시립대학교,고소운,4.55,4.0,1
서울시립대학교,고소운,4.55,578.0,1
서울시립대학교,고소운,4.55,594.0,2
서울시립대학교,고소운,4.55,193.0,3
서울시립대학교,고소운,4.55,193.0,1
서울시립대학교,고소운,4.55,193.0,2
서울시립대학교,고소운,4.55,740.0,1
서울시립대학교,고소운,4.55,547.0,1
서울시립대학교,고소운,4.55,121.0,1
서울시립대학교,고소운,4.55,93.0,1
서울시립대학교,고소운,4.55,407.0,1
서울시립대학교,고소운,4.55,2.0,1
서울시립대학교,고소운,4.55,365.0,1
서울시립대학교,고소운,4.55,7.0,1
서울시립대학교,고소운,4.55,208.0,1
서울시립대학교,고소운,4.55,490.0,1
서울시립대학교,고소운,4.55,287.0,1
서울시립대학교,고소운,4.55,696.0,1
서울시립대학교,고소운,4.55,89.0,1
서울시립대학교,고소운,4.55,34.0,2
서울시립대학교,고소운,4.55,447.0,1
서울시립대학교,고소운,4.55,142.0,1
서울시립대학교,고소운,4.55,355.0,1
서울시립대학교,고소운,4.55,57.0,2
서울시립대학교,고소운,4.55,784.0,1
서울시립대학교,고소운,4.55,130.0,1
서울시립대학교,고소운,4.55,27.0,1
서울시립대학교,고소운,4.55,91.0,1
서울시립대학교,고소운,4.55,672.0,1
서울시립대학교,고소운,4.55,463.0,1
서울시립대학교,고소운,4.55,7.0,1
서울시립대학교,고소운,4.55,480.0,1
서울시립대학교,고소운,4.55,245.0,1
서울시립대학교,고소운,4.55,97.0,1
서울시립대학교,고소운,4.55,569.0,1
서울시립대학교,고소운,4.55,133.0,1
서울시립대학교,고소운,4.55,97.0,1
서울시립대학교,크로네베이커리,4.53,710.0,1
서울시립대학교,크로네베이커리,4.53,710.0,2
서울시립대학교,크로네베이커리,4.53,155.0,2
서울시립대학교,크로네베이커리,4.53,333.0,2
서울시립대학교,크로네베이커리,4.53,153.0,1
서울시립대학교,크로네베이커리,4.53,942.0,8
서울시립대학교,크로네베이커리,4.53,376.0,1
서울시립대학교,크로네베이커리,4.53,105.0,1
서울시립대학교,크로네베이커리,4.53,122.0,1
서울시립대학교,크로네베이커리,4.53,412.0,1
서울시립대학교,크로네베이커리,4.53,11.0,1
서울시립대학교,크로네베이커리,4.53,86.0,1
서울시립대학교,크로네베이커리,4.53,939.0,2
서울시립대학교,크로네베이커리,4.53,586.0,1
서울시립대학교,크로네베이커리,4.53,358.0,1
서울시립대학교,크로네베이커리,4.53,562.0,2
서울시립대학교,크로네베이커리,4.53,131.0,1
서울시립대학교,크로네베이커리,4.53,10.0,1
서울시립대학교,크로네베이커리,4.53,610.0,1
서울시립대학교,크로네베이커리,4.53,184.0,1
서울시립대학교,크로네베이커리,4.53,464.0,3
서울시립대학교,크로네베이커리,4.53,62.0,1
서울시립대학교,크로네베이커리,4.53,666.0,1
서울시립대학교,크로네베이커리,4.53,134.0,1
서울시립대학교,크로네베이커리,4.53,277.0,1
서울시립대학교,크로네베이커리,4.53,165.0,1
서울시립대학교,크로네베이커리,4.53,307.0,3
서울시립대학교,크로네베이커리,4.53,727.0,1
서울시립대학교,크로네베이커리,4.53,344.0,1
서울시립대학교,크로네베이커리,4.53,473.0,1
서울시립대학교,크로네베이커리,4.53,64.0,1
서울시립대학교,크로네베이커리,4.53,417.0,1
서울시립대학교,크로네베이커리,4.53,953.0,1
서울시립대학교,크로네베이커리,4.53,155.0,1
서울시립대학교,크로네베이커리,4.53,803.0,3
서울시립대학교,크로네베이커리,4.53,926.0,1
서울시립대학교,크로네베이커리,4.53,662.0,2
서울시립대학교,크로네베이커리,4.53,464.0,2
서울시립대학교,크로네베이커리,4.53,464.0,1
서울시립대학교,크로네베이커리,4.53,56.0,1
서울시립대학교,크로네베이커리,4.53,662.0,1
서울시립대학교,크로네베이커리,4.53,307.0,2
서울시립대학교,크로네베이커리,4.53,162.0,1
서울시립대학교,크로네베이커리,4.53,156.0,1
서울시립대학교,크로네베이커리,4.53,158.0,1
서울시립대학교,크로네베이커리,4.53,300.0,1
서울시립대학교,크로네베이커리,4.53,923.0,1
서울시립대학교,크로네베이커리,4.53,406.0,1
서울시립대학교,크로네베이커리,4.53,149.0,1
서울시립대학교,크로네베이커리,4.53,128.0,1
서울시립대학교,크로네베이커리,4.53,37.0,1
서울시립대학교,크로네베이커리,4.53,307.0,1
서울시립대학교,크로네베이커리,4.53,31.0,1
서울시립대학교,한시십일분,4.74,43.0,1
서울시립대학교,한시십일분,4.74,972.0,1
서울시립대학교,한시십일분,4.74,16.0,1
서울시립대학교,한시십일분,4.74,57.0,1
서울시립대학교,한시십일분,4.74,36.0,1
서울시립대학교,한시십일분,4.74,195.0,1
서울시립대학교,한시십일분,4.74,25.0,1
서울시립대학교,한시십일분,4.74,139.0,1
서울시립대학교,한시십일분,4.74,77.0,1
서울시립대학교,한시십일분,4.74,23.0,1
서울시립대학교,한시십일분,4.74,688.0,2
서울시립대학교,한시십일분,4.74,424.0,1
서울시립대학교,한시십일분,4.74,158.0,1
서울시립대학교,한시십일분,4.74,396.0,1
서울시립대학교,한시십일분,4.74,376.0,1
서울시립대학교,한시십일분,4.74,230.0,7
서울시립대학교,한시십일분,4.74,101.0,1
서울시립대학교,한시십일분,4.74,12.0,1
서울시립대학교,한시십일분,4.74,673.0,1
서울시립대학교,한시십일분,4.74,79.0,1
서울시립대학교,한시십일분,4.74,347.0,1
서울시립대학교,한시십일분,4.74,695.0,1
서울시립대학교,한시십일분,4.74,230.0,5
서울시립대학교,한시십일분,4.74,230.0,6
서울시립대학교,한시십일분,4.74,230.0,1
서울시립대학교,한시십일분,4.74,443.0,1
서울시립대학교,한시십일분,4.74,474.0,1
서울시립대학교,한시십일분,4.74,535.0,1
서울시립대학교,한시십일분,4.74,370.0,1
서울시립대학교,한시십일분,4.74,56.0,1
서울시립대학교,한시십일분,4.74,640.0,1
서울시립대학교,한시십일분,4.74,230.0,4
서울시립대학교,한시십일분,4.74,230.0,2
서울시립대학교,한시십일분,4.74,230.0,3
서울시립대학교,한시십일분,4.74,757.0,1
서울시립대학교,한시십일분,4.74,241.0,1
서울시립대학교,한시십일분,4.74,632.0,1
서울시립대학교,한시십일분,4.74,365.0,1
서울시립대학교,한시십일분,4.74,124.0,1
서울시립대학교,한시십일분,4.74,909.0,1
서울시립대학교,한시십일분,4.74,61.0,1
서울시립대학교,한시십일분,4.74,686.0,1
서울시립대학교,한시십일분,4.74,81.0,1
서울시립대학교,한시십일분,4.74,688.0,1
서울시립대학교,한시십일분,4.74,61.0,1
서울시립대학교,한시십일분,4.74,686.0,2
서울시립대학교,한시십일분,4.74,549.0,1
서울시립대학교,한시십일분,4.74,578.0,1
서울시립대학교,한시십일분,4.74,214.0,1
서울시립대학교,한시십일분,4.74,514.0,2
서울시립대학교,한시십일분,4.74,73.0,1
서울시립대학교,한시십일분,4.74,514.0,1
서울시립대학교,한시십일분,4.74,114.0,1
서울시립대학교,한시십일분,4.74,872.0,1
서울시립대학교,한시십일분,4.74,102.0,1
서울시립대학교,한시십일분,4.74,898.0,2
서울시립대학교,한시십일분,4.74,42.0,1
서울시립대학교,한시십일분,4.74,57.0,1
서울시립대학교,한시십일분,4.74,543.0,1
서울시립대학교,한시십일분,4.74,65.0,1
서울시립대학교,한시십일분,4.74,898.0,1
서울시립대학교,한시십일분,4.74,432.0,2
서울시립대학교,한시십일분,4.74,439.0,1
서울시립대학교,한시십일분,4.74,80.0,2
서울시립대학교,한시십일분,4.74,80.0,3
서울시립대학교,한시십일분,4.74,979.0,7
서울시립대학교,한시십일분,4.74,18.0,1
서울시립대학교,한시십일분,4.74,979.0,6
서울시립대학교,한시십일분,4.74,979.0,5
서울시립대학교,8번가,4.44,204.0,1
서울시립대학교,8번가,4.44,324.0,1
서울시립대학교,8번가,4.44,358.0,1
서울시립대학교,8번가,4.44,3.0,1
서울시립대학교,8번가,4.44,25.0,1
서울시립대학교,8번가,4.44,110.0,1
서울시립대학교,8번가,4.44,302.0,1
서울시립대학교,8번가,4.44,131.0,1
서울시립대학교,8번가,4.44,178.0,1
서울시립대학교,8번가,4.44,271.0,1
서울시립대학교,8번가,4.44,146.0,1
서울시립대학교,8번가,4.44,73.0,1
서울시립대학교,8번가,4.44,52.0,1
서울시립대학교,8번가,4.44,174.0,1
서울시립대학교,8번가,4.44,10.0,1
서울시립대학교,8번가,4.44,81.0,1
서울시립대학교,8번가,4.44,73.0,2
서울시립대학교,8번가,4.44,446.0,1
서울시립대학교,8번가,4.44,97.0,1
서울시립대학교,8번가,4.44,31.0,1
서울시립대학교,8번가,4.44,167.0,1
서울시립대학교,8번가,4.44,97.0,1
서울시립대학교,8번가,4.44,336.0,1
서울시립대학교,8번가,4.44,733.0,1
서울시립대학교,8번가,4.44,40.0,1
서울시립대학교,8번가,4.44,28.0,1
서울시립대학교,8번가,4.44,35.0,1
서울시립대학교,8번가,4.44,43.0,1
서울시립대학교,8번가,4.44,280.0,1
서울시립대학교,8번가,4.44,105.0,1
서울시립대학교,8번가,4.44,65.0,1
서울시립대학교,8번가,4.44,610.0,1
서울시립대학교,8번가,4.44,46.0,1
서울시립대학교,8번가,4.44,376.0,1
서울시립대학교,8번가,4.44,769.0,1
서울시립대학교,8번가,4.44,898.0,1
서울시립대학교,8번가,4.44,55.0,1
서울시립대학교,8번가,4.44,302.0,1
서울시립대학교,8번가,4.44,20.0,1
서울시립대학교,8번가,4.44,798.0,2
서울시립대학교,8번가,4.44,531.0,1
서울시립대학교,8번가,4.44,47.0,1
서울시립대학교,8번가,4.44,700.0,1
서울시립대학교,8번가,4.44,93.0,1
서울시립대학교,8번가,4.44,51.0,1
서울시립대학교,8번가,4.44,300.0,1
서울시립대학교,8번가,4.44,209.0,1
서울시립대학교,8번가,4.44,46.0,1
서울시립대학교,8번가,4.44,759.0,1
서울시립대학교,8번가,4.44,523.0,1
서울시립대학교,8번가,4.44,423.0,1
서울시립대학교,8번가,4.44,287.0,2
서울시립대학교,8번가,4.44,890.0,8
서울시립대학교,8번가,4.44,10.0,1
서울시립대학교,8번가,4.44,265.0,1
서울시립대학교,8번가,4.44,33.0,1
서울시립대학교,8번가,4.44,890.0,9
서울시립대학교,8번가,4.44,311.0,1
서울시립대학교,8번가,4.44,418.0,1
서울시립대학교,8번가,4.44,347.0,1
서울시립대학교,8번가,4.44,62.0,1
서울시립대학교,8번가,4.44,391.0,5
서울시립대학교,8번가,4.44,228.0,1
서울시립대학교,8번가,4.44,391.0,6
서울시립대학교,8번가,4.44,508.0,1
서울시립대학교,8번가,4.44,233.0,1
서울시립대학교,8번가,4.44,22.0,1
서울시립대학교,8번가,4.44,26.0,2
서울시립대학교,8번가,4.44,229.0,1
서울시립대학교,8번가,4.44,722.0,1
서울시립대학교,8번가,4.44,640.0,1
서울시립대학교,8번가,4.44,418.0,1
서울시립대학교,8번가,4.44,356.0,1
서울시립대학교,8번가,4.44,118.0,1
서울시립대학교,8번가,4.44,27.0,1
서울시립대학교,8번가,4.44,39.0,1
서울시립대학교,8번가,4.44,92.0,1
서울시립대학교,8번가,4.44,137.0,1
서울시립대학교,8번가,4.44,44.0,1
서울시립대학교,8번가,4.44,391.0,4
서울시립대학교,8번가,4.44,106.0,1
서울시립대학교,8번가,4.44,87.0,1
서울시립대학교,8번가,4.44,39.0,1
서울시립대학교,8번가,4.44,933.0,3
서울시립대학교,8번가,4.44,63.0,1
서울시립대학교,8번가,4.44,269.0,1
서울시립대학교,8번가,4.44,260.0,1
서울시립대학교,비하인드미,4.56,76.0,1
서울시립대학교,비하인드미,4.56,174.0,1
서울시립대학교,비하인드미,4.56,769.0,3
서울시립대학교,비하인드미,4.56,21.0,1
서울시립대학교,비하인드미,4.56,204.0,1
서울시립대학교,비하인드미,4.56,492.0,1
서울시립대학교,비하인드미,4.56,56.0,1
서울시립대학교,비하인드미,4.56,769.0,2
서울시립대학교,비하인드미,4.56,205.0,1
서울시립대학교,비하인드미,4.56,399.0,5
서울시립대학교,비하인드미,4.56,84.0,1
서울시립대학교,비하인드미,4.56,757.0,2
서울시립대학교,비하인드미,4.56,296.0,2
서울시립대학교,비하인드미,4.56,369.0,2
서울시립대학교,비하인드미,4.56,391.0,3
서울시립대학교,비하인드미,4.56,121.0,1
서울시립대학교,비하인드미,4.56,768.0,1
서울시립대학교,비하인드미,4.56,870.0,5
서울시립대학교,비하인드미,4.56,75.0,1
서울시립대학교,비하인드미,4.56,112.0,1
서울시립대학교,비하인드미,4.56,208.0,1
서울시립대학교,비하인드미,4.56,769.0,1
서울시립대학교,비하인드미,4.56,9.0,1
서울시립대학교,비하인드미,4.56,391.0,2
서울시립대학교,비하인드미,4.56,786.0,1
서울시립대학교,비하인드미,4.56,142.0,1
서울시립대학교,비하인드미,4.56,386.0,2
서울시립대학교,비하인드미,4.56,185.0,1
서울시립대학교,비하인드미,4.56,278.0,4
서울시립대학교,비하인드미,4.56,278.0,5
서울시립대학교,비하인드미,4.56,241.0,1
서울시립대학교,비하인드미,4.56,688.0,1
서울시립대학교,비하인드미,4.56,730.0,1
서울시립대학교,비하인드미,4.56,249.0,1
서울시립대학교,비하인드미,4.56,66.0,1
서울시립대학교,비하인드미,4.56,395.0,1
서울시립대학교,비하인드미,4.56,527.0,1
서울시립대학교,비하인드미,4.56,991.0,1
서울시립대학교,비하인드미,4.56,386.0,1
서울시립대학교,비하인드미,4.56,115.0,1
서울시립대학교,비하인드미,4.56,407.0,1
서울시립대학교,비하인드미,4.56,870.0,3
서울시립대학교,비하인드미,4.56,296.0,1
서울시립대학교,비하인드미,4.56,870.0,4
서울시립대학교,비하인드미,4.56,5.0,1
서울시립대학교,비하인드미,4.56,54.0,1
서울시립대학교,비하인드미,4.56,136.0,1
서울시립대학교,비하인드미,4.56,887.0,1
서울시립대학교,비하인드미,4.56,55.0,1
서울시립대학교,비하인드미,4.56,314.0,1
서울시립대학교,비하인드미,4.56,29.0,1
서울시립대학교,비하인드미,4.56,40.0,2
서울시립대학교,비하인드미,4.56,343.0,2
서울시립대학교,비하인드미,4.56,63.0,1
서울시립대학교,비하인드미,4.56,50.0,1
서울시립대학교,비하인드미,4.56,471.0,1
서울시립대학교,비하인드미,4.56,115.0,1
서울시립대학교,비하인드미,4.56,192.0,1
서울시립대학교,비하인드미,4.56,115.0,3
서울시립대학교,비하인드미,4.56,115.0,2
서울시립대학교,비하인드미,4.56,544.0,3
서울시립대학교,비하인드미,4.56,216.0,1
서울시립대학교,비하인드미,4.56,607.0,1
서울시립대학교,비하인드미,4.56,454.0,2
서울시립대학교,비하인드미,4.56,663.0,1
서울시립대학교,비하인드미,4.56,412.0,2
서울시립대학교,비하인드미,4.56,418.0,1
서울시립대학교,비하인드미,4.56,722.0,1
서울시립대학교,비하인드미,4.56,309.0,1
서울시립대학교,비하인드미,4.56,914.0,1
서울시립대학교,비하인드미,4.56,412.0,1
서울시립대학교,비하인드미,4.56,166.0,1
서울시립대학교,비하인드미,4.56,566.0,1
서울시립대학교,비하인드미,4.56,214.0,1
서울시립대학교,비하인드미,4.56,542.0,1
서울시립대학교,비하인드미,4.56,409.0,1
서울시립대학교,비하인드미,4.56,29.0,1
서울시립대학교,비하인드미,4.56,230.0,2
서울시립대학교,아일랜드비,4.8,122.0,1
서울시립대학교,아일랜드비,4.8,508.0,1
서울시립대학교,아일랜드비,4.8,60.0,2
서울시립대학교,아일랜드비,4.8,591.0,5
서울시립대학교,아일랜드비,4.8,14.0,2
서울시립대학교,아일랜드비,4.8,648.0,1
서울시립대학교,아일랜드비,4.8,7.0,1
서울시립대학교,아일랜드비,4.8,2.0,1
서울시립대학교,아일랜드비,4.8,19.0,1
서울시립대학교,아일랜드비,4.8,168.0,1
서울시립대학교,아일랜드비,4.8,90.0,1
서울시립대학교,아일랜드비,4.8,8.0,1
서울시립대학교,아일랜드비,4.8,17.0,1
서울시립대학교,아일랜드비,4.8,2.0,1
서울시립대학교,아일랜드비,4.8,19.0,7
서울시립대학교,아일랜드비,4.8,6.0,1
서울시립대학교,아일랜드비,4.8,8.0,1
서울시립대학교,아일랜드비,4.8,591.0,6
서울시립대학교,아일랜드비,4.8,15.0,1
서울시립대학교,아일랜드비,4.8,4.0,1
서울시립대학교,아일랜드비,4.8,14.0,1
